,Unnamed: 0,company,job_description,job_requirement,job_title,location,salary,salary_type,url
27,,NCS PTE. LTD.," Work with customers to identify opportunities where Artificial Intelligence (AI), Machine Learning (ML), and Advanced Analytics (AA) can be applied to data to solve the customer painpoints. Individually or collaborate with other team members to develop AI/ML/AA prototypes/Proof-of-Concept/Proof-of-Value to derive actionable insights from data. Collaborate with the customers and internal stakeholders to architect the overall supporting storage and compute infrastructure to support the deployment of the AI/ML/AA models, applications, and visualisation of the results.   Collaborate with the relevant project managers to conceptualise, develop project scope, requirements, budget, and timeline for the implementation of the identified AI/ML/AA projects. Implement the AI/ML/AA projects and to ensure that the projects’ AI/ML/AA objectives are met.    "," PhD/Masters/Bachelors (with good honours) in Computer Science, Statistics, Applied Mathematics, Operations Research, or related disciplines. Prefer candidates with 5 or more years of working experience, with at least 3 years of Artificial Intelligence (AI), Machine Learning (ML), and Advanced Analytics (AA) experience. Domain experience in public safety, defence, transport, education, and healthcare are highly desired. AI/ML/AA experience in smart city, social media, and procurement are also highly desired.  Good knowledge of AI/ML/AA models, software, and tools with the ability to conceptualise and architect the key components of AI/ML/AA projects; and to develop prototypes using statistical software packages such as R/SAS/SPSS. Experience working with very large data sets, including statistical analyses, data visualization, data mining, and data cleansing/transformation and machine learning. Experience in solutions using technologies such as Hadoop/Hive/Hbase/NoSQL and developer skills in Python, Perl, and Java are highly desired. ",Data Scientist,,"$6,000to$9,000",Monthly,https://www.mycareersfuture.sg/job/46b36e7811239a171508a3cba84542a0
28,,NCS PTE. LTD.," Work with customers to identify opportunities where Artificial Intelligence (AI), Machine Learning (ML), and Advanced Analytics (AA) can be applied to data to solve the customer painpoints. Individually or collaborate with other team members to develop AI/ML/AA prototypes/Proof-of-Concept/Proof-of-Value to derive actionable insights from data. Collaborate with the customers and internal stakeholders to architect the overall supporting storage and compute infrastructure to support the deployment of the AI/ML/AA models, applications, and visualisation of the results.   Collaborate with the relevant project managers to conceptualise, develop project scope, requirements, budget, and timeline for the implementation of the identified AI/ML/AA projects. Implement the AI/ML/AA projects and to ensure that the projects’ AI/ML/AA objectives are met.    "," PhD/Masters/Bachelors (with good honours) in Computer Science, Statistics, Applied Mathematics, Operations Research, or related disciplines. Prefer candidates with 3 or more years of working experience, with at least 2 years of Artificial Intelligence (AI), Machine Learning (ML), and Advanced Analytics (AA) experience. Domain experience in public safety, defence, transport, education, and healthcare are highly desired. AI/ML/AA experience in smart city, social media, and procurement are also highly desired.  Good knowledge of AI/ML/AA models, software, and tools with the ability to conceptualise and architect the key components of AI/ML/AA projects; and to develop prototypes using statistical software packages such as R/SAS/SPSS. Experience working with very large data sets, including statistical analyses, data visualization, data mining, and data cleansing/transformation and machine learning. Experience in solutions using technologies such as Hadoop/Hive/Hbase/NoSQL and developer skills in Python, Perl, and Java are highly desired. ",Data Scientist,,"$4,000to$7,000",Monthly,https://www.mycareersfuture.sg/job/df4e44f6797ecdb5a97910bfbe5e9fe6
29,,SINGAPORE MANAGEMENT UNIVERSITY,"The School of Social Sciences (SOSS), Singapore Management University, invites applications for one open rank Education Track position in Science, Technology, and Society to begin in July 2018. The ideal candidate would contribute to the delivery of the University's Core Curriculum and offer courses under a “Technology and Society” heading, such as “Artificial Intelligence and Society,” or “Technological Solutions to Social Problems”. Singapore Management University is a research university committed to an interdisciplinary and integrated curriculum, providing opportunities to work with faculty across the social sciences. The research support is excellent. Salary and benefits are highly competitive. The teaching load is comparable to other research universities, with undergraduate classes capped at 45 students.  This position will be open until filled. ","The position requires a doctorate in the relevant discipline by the date of appointment. We seek candidates with a demonstrated record of, or high potential for, excellent teaching, as well as strong research. The application package should be in electronic form (Word or PDF file) and include: a cover letter (including a summary of research and teaching interests), an up-to-date curriculum vitae (including a list of three referees), a 1-2 page research statement, a 1-2 page teaching statement, evidence of teaching effectiveness (such as teaching evaluations), and up to three writing samples. The application should be e-mailed to socialsciencescv@smu.edu.sg, where enquires can also be directed. Candidates for the Assistant Professorship should also arrange for three confidential letters of recommendation to be sent directly to: The Dean's Office, School of Social Sciences, Singapore Management University, 90 Stamford Road, Level 4, Singapore 178903, or e-mailed to: socialsciencescv@smu.edu.sg. Further information about the University and the School can be found at www.socsc.smu.edu.sg.  Only shortlisted candidates will be notified.  Further information about the University and the School can be found at www.socsc.smu.edu.sg.  ","SOSS - Open rank Education Track in Science, Technology, and Society",81 VICTORIA STREET 188065,"$6,000to$12,000",Monthly,https://www.mycareersfuture.sg/job/641cc1ca94280461d28c43d2c4cf7886
30,,BEATHCHAPMAN (PTE. LTD.)," IT Applications, Infrastructure and Cyber Audits IT risks in Artificial Intelligence Reviewing technology platforms & business processes ","Our client is a prestigious brand in the Financial Services sector, a globally renowned investment firm who is enhancing their existing team of Audit specialists for technology.  The role would be covering both IT Applications and Infrastructure/ Cyber audits, as well as involvement in Risk Assessment surrounding Artificial Intelligence. The successful candidate will work closely with various key stakeholders and senior management, to ensure independent assessments and strong internal controls are put in place. Responsibilities of the role include:  Perform IT audits and technology reviews, assessing the platforms and operating systems and business processes. Design and execute audit tests Identify key risk and provide recommendations and mitigating actions Documenting audit processes and findings   You will have:  Degree in Audit, Accounting, IT or relevant discipline CISA and CISSP certified 5 to 8 years of IT audit or IT risk management work experience Familiar with IT service management activities and application development  Interested candidates can forward their CVs in MS Word format to kallista@ethosbc.com quoting reference number KLT/ABUT-651788/JEN Reg No: R1436507 BeathChapman Pte Ltd Licence no. 16S8112 ",IT Audti AVP,"TWENTY ANSON, 20 ANSON ROAD 079912","$90,000to$120,000",Annually,https://www.mycareersfuture.sg/job/9df170bfb4af700454b2625ed8763381
31,,KEYSIGHT TECHNOLOGIES SINGAPORE (HOLDINGS) PTE. LTD.,"Keysight Technologies has been unlocking electronic measurement insights for 75 years. We are the world's leading electronic measurement company, transforming today's measurement experience through innovation in wireless, modular, and software solutions. With our HP and Agilent legacy, our 9,500 Keysight employees serve customers in more than 100 countries, delivering solutions in wireless communications, aerospace and defense and semiconductor markets with world class platforms, software and consistent measurement solutions. Keysight Singapore Center of Excellence is launching a new software development center in Singapore, chartered to create a new generation of software for electronic product design and test for customers around the world. With strong collaborations & partnerships with local universities here in Singapore, the center will attract top local graduates from computer science, artificial intelligence, systems programming and electrical/electronic/computer engineering schools. Our newly established software platform team is recruiting experienced high energy software engineers with the skills, background and drive to help bring our visions forward towards commercialization. The team operates in a fast paced environment that focuses on technology to drive business objectives. Candidate must be able to design, develop, document and maintain software with high levels of quality and performance. Being part of the software development team, you will work in an AGILE team to turn innovative ideas into robust software, and solve complex design and implementation problems. You will also investigate new technologies and applications, and apply modern software engineering practices such as design reviews, code review, unit testing and usability testing.   Responsibilities As our Software Engineer, your roles & responsibilities are as below:  Design, Develop and Implement software components & solutions to support the next generation software test & measurement platforms, frameworks Work with marketing, field applications engineers and customers to identify and define compelling improvements, enhancements, features and solutions "," Bachelor’s degree in Computer Science/Electrical/Electronic Engineering or equivalent field PC-based development, using a variety of standard tools Software development with demonstrable success developing software Software projects or experience working with hardware development, a plus Demonstrable ability to relate to customers and understand their use models and requirements Training in object-oriented coding, Agile development and testing skills Demonstrable ability to work in a collaborative environment and to develop teamwork among individuals and over geographically dispersed teams Training in digital signal processing and measurement science, a strong plus Knowledge of, and experience with, one or more of the following: Microsoft Visual Studio, C, C++, C#, MFC, .NET Experience with alternate platforms (Linux, Android, iOS) is a plus Experience with web stack (Angular, NodeJS, CSS, JavaScript, HTML5) is a plus Knowledgeable with software platform practices (SDK, API, etc.), a plus ",Software Engineer,"WILKIE EDGE, 8 WILKIE ROAD 228095","$3,152to$4,925",Monthly,https://www.mycareersfuture.sg/job/ba9193f0c677a25fcfa120747b81161d
32,,APPLE SOUTH ASIA PTE. LTD.,"If you would like to play a part in revolutionizing how people use their computers and mobile devices; create groundbreaking technology for algorithmic search, machine learning, natural language processing, & artificial intelligence; and work with the teams creating the most scalable big-data systems in existence.. This is the role for you. Monitor production, staging, test and development environments for a myriad of applications in an agile and fast paced organization. Strong troubleshooting ability will be used daily; a successful Site Reliability Engineer will take steps on his or her own to isolate issues and determine root cause through investigative analysis. Must be an independent problem-solver who is self-directed and capable of exhibiting deftness to handle multiple simultaneous competing priorities and deliver solutions in a timely manner. Provide incident resolution for all technical production issues. Create and maintain accurate, up-to-date documentation reflecting configuration. Responsible for writing justifications, training users in complex topics, writing status reports, documenting procedures, and interacting with other Apple staff and management. Improving the stability, security, efficiency and scalability of all production systems. Determine future needs for capacity and investigate new products and/or features. Design, implement, and extend automation tools to improve internal and external team efficiency. Provide 24x7 on-call support to handle urgent escalations. The position will require rotating day, night and weekend shifts.","BS in Computer Science or equivalent Program preferred. Fresh graduates with relevant educational background and skills are eligible to apply. Experience managing Linux systems in a 24/7 production environment. Ability to program in Python, Ruby or Perl highly preferred. Working knowledge of multi-tier applications and their dependencies including load balancing, TCP/IP networking, web services, LDAP and DNS. Proficiency with web server administration including Apache and Nginx highly preferred. Knowledge of database support and administration including MySQL, Postgres & HBase. Experience with monitoring tools such as Nagios and Graphite highly preferred. Develop and maintain automation for system administration and application management. Experience with configuration managers such as Puppet, Chef or Ansible highly preferred. Excellent interpersonal and communication skills demonstrated through previous projects or assignments (work or academic related). Network administration experience a plus.",Reliability Engineer,7 ANG MO KIO STREET 64 569086,"$6,000to$10,000",Monthly,https://www.mycareersfuture.sg/job/ca071b51c757eecf94ce154b3fe43b62
33,,SCIENCE AND ENGINEERING INSTITUTES,"The Agency for Science, Technology and Research (A*STAR) is Singapore's lead public sector agency that fosters world-class scientific research and talent to drive economic growth and transform Singapore into a vibrant knowledge-based and innovation driven economy.  For more information about A*STAR, please visit: www.a-star.edu.sg Objective: To drive the adoption of industry 4.0 solutions, ARTC will be setting up the Smart Manufacturing Group as a demonstrating platform for the industry. This public-private partnership programme aims to co-develop a model factory with industry players, to collaborate and develop Future or Manufacturing (FoM) technologies, based on real applications in advanced manufacturing and remanufacturing. With the demonstrating platform being developed together with end-users, technology providers and research institutes in A*STAR and institutes of higher learning (IHL) to test-bed processes, benefits to the economy and the workforce. We are looking for an enthusiastic individual who will be supporting our group as deputy technical lead for data science and machine learning. The responsibilities include not only development and implementation of machine learning algorithms but also to support the team development and planning. JOB RESPONSIBILITIES: - 1. Be part of a taskforce to support and contribute to the Factory of the future (Industry 4.0) vision for the centre with impact to Singapore as whole. 2. Research, investigate and execute smart manufacturing factory concepts in Artificial Intelligence (AI) topics such as Deep Learning/Machine Learning, Optimization, Signal processing and Reasoning within the context of the Factory of the Future(knowledge about the manufacturing domain will be most welcomed). 3. To support the development of machine learning models/predictive analytics techniques that optimizes manufacturing processes and equipment maintenance",  PhD  5 Years or more of experiences    The above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. We regret that only shortlisted candidates will be notified.  ,Scientist / Senior Scientist (ARTC),"UOB PLAZA, 80 RAFFLES PLACE 048624","$5,900to$11,800",Monthly,https://www.mycareersfuture.sg/job/85fbae70671707563f8a86a5b5f69ce4
34,,DENTSU AEGIS NETWORK HUB2050,"Background About Dentsu Aegis Network Dentsu Aegis Network helps clients build consumer relationships by communicating their products and brands effectively. Our distinctive and innovative range of products and services include marketing and communications strategies through digital marketing and creative execution, media planning and buying, creative services, technology applications, SEO, content creation, brand tracking and marketing analytics. Find out more about us at https://www.dentsuaegisnetwork.com/.   About Dentsu Aegis Network’s Global Data Innovation Centre As the world of data continues to grow exponentially in the advent of connected devices, IoT, industrialised digitization of the economy and the way people move through digitized networks, Dentsu Aegis seeks to harness the power of data and transform this into intelligent applications, products and platforms. The Dentsu Aegis Network Global Data Innovation Centre, hubbed in Singapore, is a strategic initiative to ensure that the Group harnesses this power effectively and at scale. This set up builds from the data innovation practice that was launched in 2012 and is now designed to deliver on global initiatives from Singapore.   Key accountabilities As one of the senior members of the Centre’s technology team, you will work closely with the Technology Development leads to design, develop and deploy back end software systems and architectures, such as robust data-processing pipelines and applications employing artificial intelligence and machine learning, geared towards scale and high performance.   Ongoing responsibilities:  Translate requirements to actionable development tasks Engage in software development and conduct code and design reviews Track the implementation of selected projects Mentor junior members to improve the team productivity and achieve team’s goals ","Person specification   We invite people passionate about data, intelligence and application of same in the market place to join a growing team. You have to be a self-starter, motivated and yet collaborative. You can think on your feet, connect disparate dots, imagine connections and importantly, craft approaches to turn ideas and imagination into real capabilities, inspired by data. You are excited by your work going live in the market with clients and teams around the world.  Education in Computer Science or Engineering 5 - 7 years of experience in software development Strong experience in Python programming with pandas and NumPy Working experience in Google Cloud / AWS Working experience on data-warehouse, relational and NoSQL databases Experience in continuous integration / continuous deployment and Docker Familiarity with machine learning frameworks like TensorFlow, scikit-learn Able to solve problems in unconventional ways and to apply this domain expertise in solving problems not directly related to one’s vertical expertise Start-up experience is a plus! ",Senior Software Engineer,"GUOCO TOWER, 1 WALLICH STREET 078881","$4,000to$12,000",Monthly,https://www.mycareersfuture.sg/job/c09bc235e4c63067f3e20f907704ea5e
35,,SANLI GROUP PTE. LTD.,"Job Description: 1. Manage a wide range of software development projects, including (but not limited to) consulting, process improvement, product and marketing; 2. Coordinate internal and external stakeholders to deliver projects that exceed expectations; 3. Analyze effectiveness along the course of any project implementation and propose/implement adjustments; 4. Presentation, manual and technical document writing. 5. Conduct market research for certain project and implement AI | Blockchain based solution. 6. Maintain state of art for technical expertise in artificial intelligence, machine learning and Blockchain. 7. Conduct negotiation with mandarin speaking customer regarding certain software development project. 8. Solve project-related problems and identify opportunities for improvement. 9. Implement enhancement to current version of application 10. Travel overseas maybe required for certain project.","Job Requirements:  Bachelor’s degree or higher in Electric and Electronic Engineering\Computer Science\Information Technology or equivalent. Structured and process-driven, with an analytical [and ideally, product manager] mindset; Minimum 1 year of experience in project management Good understanding of project development process and cycle; Good knowledge of Blockchain and AI Professional in visual C++/C# programming, industrial image processing. Willing to travel overseas for certain project. Working experience in startup or project lead would be a plus. Probation 3 months ",Staff Software Engineer,"CROCODILE HOUSE, 3 UBI AVENUE 3 408857","$3,800to$4,200",Monthly,https://www.mycareersfuture.sg/job/ae6fe5f3c143b12e364b079bf6b7633c
36,,IUIGA TECHNOLOGIES PTE. LTD.,"Job Description:  Manage a wide range of software development projects, including (but not limited to) consulting, process improvement, product and marketing; Coordinate internal and external stakeholders to deliver projects that exceed expectations; Analyze effectiveness along the course of any project implementation and propose/implement adjustments; Presentation, manual and technical document writing. Conduct market research for certain project and implement AI | Blockchain based solution. Maintain state of art for technical expertise in artificial intelligence, machine learning and Blockchain. Conduct negotiation with mandarin speaking customer regarding certain software development project. Solve project-related problems and identify opportunities for improvement. Implement enhancement to current version of application Travel overseas maybe required for certain project. ","Job Requirements:  Bachelor’s degree or higher in Electric and Electronic Engineering\Computer Science\Information Technology or equivalent. Structured and process-driven, with an analytical [and ideally, product manager] mindset; Minimum 1 year of experience in project management Good understanding of project development process and cycle; Good knowledge of Blockchain and AI Professional in visual C++/C# programming, industrial image processing. Willing to travel overseas for certain project. Working experience in startup or project lead would be a plus. Probation 3 months ",Software Engineer,"CROCODILE HOUSE, 3 UBI AVENUE 3 408857","$3,800to$4,200",Monthly,https://www.mycareersfuture.sg/job/40a108efe40b28a50899c5f77c0fb27b
37,,NATIONAL UNIVERSITY OF SINGAPORE,"The National University of Singapore invites applications for the position of Research Assistant in the Department of Computer Science, School of Computing (SoC). SoC is strongly committed to research excellence in all its dimensions: Searching for fundamental results and insights, developing novel computational solutions to a wide range of applications, building large-scale experimental systems and improving the well being of society. We seek to play an active role both internationally and locally in the core and emerging areas of Computer Science and Information Systems.   The Research Assistant will be responsible for working closely with the Principal Investigator and lab members on one or more projects. One research topic is deep learning based malware detection. He/she should possess experience or interest in at least one of the following research areas:  Artificial Intelligence (especially deep learning) Security (on malware detection)  Only shortlisted candidates will be notified. "," A Bachelor’s degree with Honours or above (Master degree preferred)  in a relevant area; Experience in research/development of deep learning models or malware detection; Strong C++ and Python programming skills   Interested applicants should email a CV (and project links, e.g. github repo) to wangwei@comp.nus.edu.sg or ooibc@comp.nus.edu.sg.",Research Assistant (CS Dept),21 LOWER KENT RIDGE ROAD 119077,"$3,700to$4,200",Monthly,https://www.mycareersfuture.sg/job/7d0c84faa270844fcd7950ddac20d349
38,,HAIER SINGAPORE INVESTMENT HOLDING PTE. LTD.,"Based in Singapore, you will be the Principal of Haier Smart Home Appliances Research Institute and lead the overall R&D and operation of Uhome function in the world.   Lead the strategic transformation of intellectual life. Plan and develop the intelligent life strategy and build up the open industrial ecosphere. Develop the open large technical ecology of IOT, including but not limited to cloud platform and interoperability ecology, artificial intelligence ecology, big data ecology and operating system ecology. Responsible for the planning and layout of the global intellectual life platform. Responsible for the integration, R&D and implementation of IOT products and networking solutions. ",The ideal candidate should possess:   With at least 15 years of IT system/ platform design & development experience in manufacturing industry. Experience in artificial intelligence will be an added advantage. Experienced in leading global project teams and able to manage at least 10 projects concurrently. Good understanding of home appliances market. Strong leadership and with solution-orientated mind-set. Strong written and verbal communication skills to influence business partners to turn insights into actions. ,Chief Technology Officer,"REPUBLIC PLAZA, 9 RAFFLES PLACE 048619","$15,000to$40,000",Monthly,https://www.mycareersfuture.sg/job/990bae0b7ec177dada08b6a3aca677f6
39,,AXA DIL@ASIA PTE. LTD.,"The AXA Group, a worldwide leader in Insurance and Asset Management, supports and advises its customers, individuals and businesses at every stage of their lives by meeting their needs for products and insurance, pension, savings and wealth transmission. Our expertise is expressed through a range of products and services tailored to each client in three major areas: property & casualty insurance, life & health insurance and asset management. Present in 59 countries, 161,000 AXA employees are committed along with 103 million customers. Created in January 2014, the Data Innovation Lab (DIL) acts for the Group as a business-focused center of expertise on data analytics to foster R&D for AXA’s offers and services. The DIL supports AXA entities’ big data projects by acting as an accelerator to carry out pilots and drives the creation of technological platforms to ease the operational roll-out. We have gathered both the latest data science tools and a team of experts in innovation, data and data science. The DIL’s key mission is to help AXA entities become data - driven companies by contributing to build technological platforms, acting as a technological hub towards external to explore the technological opportunities for insurance business. Its approach for supporting entities’ projects relies on 4 principles: “Entrepreneurial spirit”, “Fail fast”, “Agile” and “Learning by doing”.  Do you want to join a changing group, to have access to a significant amount of various data and to be an actor of innovation within AXA?   We strengthen the team extending our activity in Singapore and we are looking for a Data Scientist directly reporting to the Head of AXA DIL@ASIA who plays a crucial role in embodying the data science for the area, in contributing to promote data science topics through the local entities, helping entities in integrating data science in their organization (developing activities and attracting / hiring people) working closely with the DIL in France. Her / his main mission is to provide her / his deep technical expertise both to shape the data strategy of the company and to provide actual solutions to business challenges faced currently by operational entities in the field of customer processes, business processes and new services.  - Build and promote the strategic advantages of data for business: marketing, products, services and tools - Promote and develop the process of innovation in the Data Science community - Define the data management strategy: acquisition, data flow process - Establish dashboards to provide visibility on the Data Science activity - Link business needs to IT solutions - Manage the compliance with data privacy Business Model: • Understand business requirements by working with specialized teams • Formalize the needs and requirements as math problems • Explore databases (including large databases, unstructured and open, Big Data) to identify relationships and correlations  Problem solving: • By leveraging the formalization of appropriate problems, proposing solutions based on theoretical tools• Statistics: regression and statistical analysis • Algorithms: data mining, clustering, artificial intelligence, machine learning • Select or create the relevant technical data processing solutions for the needs addressed • Present and promote solutions through relevant communities and committees  Involvement in the data community: • Publish articles in conferences and journals from within the scientific community • Develop strategic partnerships with leading universities and scientific schools • Create your own community of experts (internal and external) to discuss the resolutions of problems • Promote the work of data science and R&D through new disciplines and new activities, promote best practices and knowledge between teams and countries","Successful qualifier of this mission:   Professional and technical skills  Master’s degree or equivalent dual diploma (or PhD) in finance, actuarial, mathematics, statistics, physics or similar; Ability to model the reality of business into equations, and to understand the implications and limitations of a model; Relevant work experience in data processing (data mining, social network analysis, text mining, good results in a Kaggle competition,…); Good programming skills (Python, R, Javascript, Java, Scala, SQL, Pig, Hive, etc); Good knowledge in big data tools datamining (R, scikit-learn, Spark MLlib), distributed file systems (Hadoop HDFS), Spark, Redis, Riak, etc., NoSQL Databases (MongoDB, CouchDB), web scripting (node.js, etc), DataViz (Tableau, D3.js, iCharts, etc); Analytical skills / ability to evolve in a complex and diverse technical environment; Motivated by an international and dynamic environment; Fluent in English—both written and spoken   Interpersonal skills  Solid oral and written communication; Able to work in a team and also autonomously; Customer oriented; Results focused; Able to bring a disruptive and innovative mindset   Experience :  1 to 3 years of strong professional experience as a researcher in a research center or in a university laboratory, or as a R&D team member in an innovating company; Work experience in an international environment.    Please send us your updated resume to hr@axa.com.sg As we are continuously looking for great talents like you, do share AXA career opportunities with other talents! Link for our website is https://www.axa.com.sg/about-axa/careers To all recruitment agencies AXA ONLY accept resumes from appointed agency under our Preferred Supplier List. Please do not forward resumes to our jobs alias, AXA employees, any AXA entities or company location. AXA is not responsible for any fees related to unsolicited resumes.   ",Data Scientist Junior,"AXA TOWER, 8 SHENTON WAY 068811","$4,600to$5,600",Monthly,https://www.mycareersfuture.sg/job/557127dc1c23f59816f38e0c9c7c4fc3
40,,Republic Polytechnic,"Job Responsibilities• Facilitate student learning and develop curriculum, primarily in areas of Digital Media and Communication• Duties also include supervising industry final year projects, soliciting and supervising student internship and reaching out to various stakeholders such as industry partners and universities• Selected candidates are also expected to develop and conduct Continuing Education and Training (CET) classes, propose and take part in Conexus research projects Requirements• Good degree in Electrical/Electronic/Computer Engineering or related fields, with at least 3 years of relevant industry experience• Relevant experience and proficiency to craft and teach specialisation modules related to embedded systems and connectivity, and up to date in current emerging/disruptive technology• Experience and possess skills in one of the following technical domain areas o Autonomous Robotics o Augmented Reality/ Virtual Reality o Artificial Intelligence o Communication System and Network for Internet of Things (IoT)• Preferably equip with programming skills in C/C++, Arduino, Raspberry Pi, LabVIEW, Studica and/or Robotino• Genuine passion to share knowledge and interact with youths, with strong communication and interpersonal skills• Masters and PhD degree holders in the related fields are welcome",,School of Engineering - Lecturer (Electrical and Electronic Engineering),9 WOODLANDS AVENUE 9 738964,"$3,700to$6,300",Monthly,https://www.mycareersfuture.sg/job/de7d4306ccaeed2133b621d7bd671749
41,,PRICEWATERHOUSECOOPERS CONSULTING (SINGAPORE) PTE. LTD.,"The role of Technology Consulting Sr. Associate Intelligent Automation sits within the Digital and Emerging Technology practice of PwC Consulting. Intelligent Automation is one of our key offerings and this role is responsible for managing our client pursuits and engagements across client value delivery, people development and business operations.    The Intelligent Automation Sr. Associate will also continually collaborate with other Technology consulting functions (such as Data & Analytics, Cybersecurity and Digital Solutions) to foster innovation, efficiency and holistic solutions for our clients. Ideally the intelligent automation Sr. Associate/ Associate should have the technical capability to develop and test with relevant understanding of the process automation implementation lifecycle which are essential to carry out some or all of the following responsibilities:     Delivery responsibilities   To work with client team and key stakeholders to execute engagement sprints with exceptional status reporting To identify risks, undertake root cause analysis, build mitigation plan around it and seek support in appropriate forums to ensure delivery and outcome parameters   To work with Intelligent Automation leadership in practice development through:     Development of Intelligent Automation proof of concepts (POC) in advanced stages in terms of Machine Learning, Conversational Intelligence, and Artificial Intelligence etc. Development of go-to-market strategies, white papers, etc. Assisting in managing vendor alliances, other PwC teams in Singapore/SEA and other PwC Intelligent Automation entities globally Evangelizing intelligent automation across the firm and across Southeast Asia (SEA) region   ","To be successful in this role, you will need to demonstrate:   Consulting mindset with systematic thinking Business Analysis and understanding client needs Business Acumen across one or more industries/ functions Clear and impactful presentation skills Ability to work with unpredictability and loosely defined problems Ability to interact and collaborate effectively and professionally Self-motivated with minimal need for executive steer Passion for using intelligent automation to solve client problems in an agile manner Ability to propose solutions while collaborating with closely related spectrum of Data and Analytics, Change Management, Enterprise Solutions, Cybersecurity etc. Passion to work with, learn from and mentor teams with varying skill sets, background, and geographical locations   Core Requirements  2 - 5+ years in Technology / Management Consulting with focus on one or more industries, functions, enterprise solutions. 2+ years in delivering Intelligent Automation engagements across process assessment, vendor selection, business case development, implementation, and automation center of excellence etc. is desirable. Ability to work with at least one of automation / robotics tools (Automation Anywhere, Blue Prism, UiPath, Work Fusion etc.) and understanding of the technical architecture. Certification in any of these tools is desirable. Some experience with broader business process re-engineering efforts and principles (Lean, workflow design, etc.). Bachelor’s Degree qualification. Advanced Microsoft Power point, Excel and Word skills. ",Intelligent Automation - Senior Associate,"MARINA ONE EAST TOWER, 7 STRAITS VIEW 018936","$5,000to$10,000",Monthly,https://www.mycareersfuture.sg/job/ff03b9dfc3af777d4180026c10906a0b
42,,PRICEWATERHOUSECOOPERS CONSULTING (SINGAPORE) PTE. LTD.,"The role of Technology Consulting Associate Intelligent Automation sits within the Digital and Emerging Technology practice of PwC Consulting. Intelligent Automation is one of our key offerings and this role is responsible for managing our client pursuits and engagements across client value delivery, people development and business operations.    The Intelligent Automation Associate will also continually collaborate with other Technology consulting functions (such as Data & Analytics, Cybersecurity and Digital Solutions) to foster innovation, efficiency and holistic solutions for our clients. Ideally the intelligent automation Sr. Associate/ Associate should have the technical capability to develop and test with relevant understanding of the process automation implementation lifecycle which are essential to carry out some or all of the following responsibilities:     Delivery responsibilities   To work with client team and key stakeholders to execute engagement sprints with exceptional status reporting To identify risks, undertake root cause analysis, build mitigation plan around it and seek support in appropriate forums to ensure delivery and outcome parameters   To work with Intelligent Automation leadership in practice development through:     Development of Intelligent Automation proof of concepts (POC) in advanced stages in terms of Machine Learning, Conversational Intelligence, and Artificial Intelligence etc. Development of go-to-market strategies, white papers, etc. Assisting in managing vendor alliances, other PwC teams in Singapore/SEA and other PwC Intelligent Automation entities globally Evangelizing intelligent automation across the firm and across Southeast Asia (SEA) region   ","To be successful in this role, you will need to demonstrate:   Consulting mindset with systematic thinking Business Analysis and understanding client needs Business Acumen across one or more industries/ functions Clear and impactful presentation skills Ability to work with unpredictability and loosely defined problems Ability to interact and collaborate effectively and professionally Self-motivated with minimal need for executive steer Passion for using intelligent automation to solve client problems in an agile manner Ability to propose solutions while collaborating with closely related spectrum of Data and Analytics, Change Management, Enterprise Solutions, Cybersecurity etc. Passion to work with, learn from and mentor teams with varying skill sets, background, and geographical locations   Core Requirements  2 - 5+ years in Technology / Management Consulting with focus on one or more industries, functions, enterprise solutions. 2+ years in delivering Intelligent Automation engagements across process assessment, vendor selection, business case development, implementation, and automation center of excellence etc. is desirable. Ability to work with at least one of automation / robotics tools (Automation Anywhere, Blue Prism, UiPath, Work Fusion etc.) and understanding of the technical architecture. Certification in any of these tools is desirable. Some experience with broader business process re-engineering efforts and principles (Lean, workflow design, etc.). Bachelor’s Degree qualification. Advanced Microsoft Power point, Excel and Word skills. ",Intelligent Automation - Associate,"MARINA ONE EAST TOWER, 7 STRAITS VIEW 018936","$4,000to$8,000",Monthly,https://www.mycareersfuture.sg/job/e959a21e9a3f87e6d9d9e3b0407fd94a
